scenario_set_version,scenario_id,phase,attacker_profile,attacker_job,target_profile,target_job,target_armor_class,family,damage_type,formula_or_routine,damage_on_hit,expected_damage_after_hit_rate,min,max,type_response,uncapped_total_multiplier,total_multiplier,technical_verdict,attacker_effective_stats,attacker_equipment_context,attacker_level_or_band,baseline_comparison,damage_spec_version,design_verdict,hit_count,hit_rate,hit_rate_assumption,mode_or_expected_value,open_proof_needs,player_signal_check,support_context,target_effective_stats,target_level_or_band,target_status_or_element_context
scenario-set-v0,mid-none-knight_sword-vs-leather,mid,family-representative,Knight,T-LEATHER,Archer,leather,knight_sword,swing,br_pa_wp,99,99,99,99,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,99,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-knight_sword-vs-cloth,mid,family-representative,Knight,T-CLOTH,Black Mage,cloth,knight_sword,swing,br_pa_wp,105,105,105,105,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,105,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-katana-vs-plate,mid,family-representative,Samurai,T-PLATE,Knight,plate,katana,swing,br_pa_wp,61,61,61,61,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":10,""ma"":7,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,61,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-katana-vs-mail,mid,family-representative,Samurai,T-MAIL,Geomancer,mail,katana,swing,br_pa_wp,70,70,70,70,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":10,""ma"":7,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,70,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-katana-vs-leather,mid,family-representative,Samurai,T-LEATHER,Archer,leather,katana,swing,br_pa_wp,89,89,89,89,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":10,""ma"":7,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,89,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-katana-vs-cloth,mid,family-representative,Samurai,T-CLOTH,Black Mage,cloth,katana,swing,br_pa_wp,94,94,94,94,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":10,""ma"":7,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,94,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-knife-vs-plate,mid,family-representative,Thief,T-PLATE,Knight,plate,knife,thrust,spd_pa_wp,50,50,50,50,0.6950000000000001,0.6950000000000001,0.6950000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":252,""pa"":8,""ma"":5,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,50,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-knife-vs-mail,mid,family-representative,Thief,T-MAIL,Geomancer,mail,knife,thrust,spd_pa_wp,79,79,79,79,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":252,""pa"":8,""ma"":5,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,79,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-knife-vs-leather,mid,family-representative,Thief,T-LEATHER,Archer,leather,knife,thrust,spd_pa_wp,69,69,69,69,0.965,0.965,0.965,"conceptually viable, pending verified-baseline re-sim","{""hp"":252,""pa"":8,""ma"":5,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,69,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-knife-vs-cloth,mid,family-representative,Thief,T-CLOTH,Black Mage,cloth,knife,thrust,spd_pa_wp,72,72,72,72,1.01,1.01,1.01,"conceptually viable, pending verified-baseline re-sim","{""hp"":252,""pa"":8,""ma"":5,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,72,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-ninja_blade-vs-plate,mid,family-representative,Ninja,T-PLATE,Knight,plate,ninja_blade,swing,spd_pa_wp,57,57,57,57,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":196,""pa"":10,""ma"":6,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,57,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-ninja_blade-vs-mail,mid,family-representative,Ninja,T-MAIL,Geomancer,mail,ninja_blade,swing,spd_pa_wp,65,65,65,65,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":196,""pa"":10,""ma"":6,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,65,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-ninja_blade-vs-leather,mid,family-representative,Ninja,T-LEATHER,Archer,leather,ninja_blade,swing,spd_pa_wp,83,83,83,83,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":196,""pa"":10,""ma"":6,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,83,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-ninja_blade-vs-cloth,mid,family-representative,Ninja,T-CLOTH,Black Mage,cloth,ninja_blade,swing,spd_pa_wp,87,87,87,87,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":196,""pa"":10,""ma"":6,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,87,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-longbow-vs-plate,mid,family-representative,Archer,T-PLATE,Knight,plate,longbow,missile,spd_pa_wp,76,76,76,76,0.8450000000000001,0.8450000000000001,0.8450000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,76,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-longbow-vs-mail,mid,family-representative,Archer,T-MAIL,Geomancer,mail,longbow,missile,spd_pa_wp,99,99,99,99,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,99,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-longbow-vs-leather,mid,family-representative,Archer,T-LEATHER,Archer,leather,longbow,missile,spd_pa_wp,87,87,87,87,0.9724999999999999,0.9724999999999999,0.9724999999999999,"conceptually viable, pending verified-baseline re-sim","{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,87,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-longbow-vs-cloth,mid,family-representative,Archer,T-CLOTH,Black Mage,cloth,longbow,missile,spd_pa_wp,91,91,91,91,1.0150000000000001,1.0150000000000001,1.0150000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,91,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-crossbow-vs-plate,mid,family-representative,Archer,T-PLATE,Knight,plate,crossbow,missile,pa_wp,85,85,85,85,0.905,0.905,0.905,"conceptually viable, pending verified-baseline re-sim","{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,85,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-crossbow-vs-mail,mid,family-representative,Archer,T-MAIL,Geomancer,mail,crossbow,missile,pa_wp,103,103,103,103,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,103,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-crossbow-vs-leather,mid,family-representative,Archer,T-LEATHER,Archer,leather,crossbow,missile,pa_wp,94,94,94,94,1.0025,1.0025,1.0025,"conceptually viable, pending verified-baseline re-sim","{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,94,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-crossbow-vs-cloth,mid,family-representative,Archer,T-CLOTH,Black Mage,cloth,crossbow,missile,pa_wp,97,97,97,97,1.0350000000000001,1.0350000000000001,1.0350000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,97,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-gun-vs-plate,mid,family-representative,Chemist,T-PLATE,Knight,plate,gun,missile,wp_wp,81,81,81,81,1.01,1.01,1.01,"conceptually viable, pending verified-baseline re-sim","{""hp"":224,""pa"":6,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,81,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-gun-vs-mail,mid,family-representative,Chemist,T-MAIL,Geomancer,mail,gun,missile,wp_wp,89,89,89,89,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":224,""pa"":6,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,89,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-gun-vs-leather,mid,family-representative,Chemist,T-LEATHER,Archer,leather,gun,missile,wp_wp,85,85,85,85,1.0550000000000002,1.0550000000000002,1.0550000000000002,"conceptually viable, pending verified-baseline re-sim","{""hp"":224,""pa"":6,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,85,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-gun-vs-cloth,mid,family-representative,Chemist,T-CLOTH,Black Mage,cloth,gun,missile,wp_wp,86,86,86,86,1.07,1.07,1.07,"conceptually viable, pending verified-baseline re-sim","{""hp"":224,""pa"":6,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,86,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-spear-vs-plate,mid,family-representative,Dragoon,T-PLATE,Knight,plate,spear,thrust,pa_wp,78,78,78,78,0.6950000000000001,0.6950000000000001,0.6950000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":336,""pa"":10,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,78,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-spear-vs-mail,mid,family-representative,Dragoon,T-MAIL,Geomancer,mail,spear,thrust,pa_wp,123,123,123,123,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":336,""pa"":10,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,123,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-spear-vs-leather,mid,family-representative,Dragoon,T-LEATHER,Archer,leather,spear,thrust,pa_wp,108,108,108,108,0.965,0.965,0.965,"conceptually viable, pending verified-baseline re-sim","{""hp"":336,""pa"":10,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,108,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-spear-vs-cloth,mid,family-representative,Dragoon,T-CLOTH,Black Mage,cloth,spear,thrust,pa_wp,113,113,113,113,1.01,1.01,1.01,"conceptually viable, pending verified-baseline re-sim","{""hp"":336,""pa"":10,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,113,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-staff-vs-plate,mid,family-representative,White Mage,T-PLATE,Knight,plate,staff,crush,ma_wp,108,108,108,108,1.15,1.15,1.15,"conceptually viable, pending verified-baseline re-sim","{""hp"":224,""pa"":7,""ma"":9,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,108,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-staff-vs-mail,mid,family-representative,White Mage,T-MAIL,Geomancer,mail,staff,crush,ma_wp,89,89,89,89,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":224,""pa"":7,""ma"":9,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,89,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-staff-vs-leather,mid,family-representative,White Mage,T-LEATHER,Archer,leather,staff,crush,ma_wp,94,94,94,94,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":224,""pa"":7,""ma"":9,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,94,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-staff-vs-cloth,mid,family-representative,White Mage,T-CLOTH,Black Mage,cloth,staff,crush,ma_wp,94,94,94,94,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":224,""pa"":7,""ma"":9,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,94,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-rod-vs-plate,mid,family-representative,Black Mage,T-PLATE,Knight,plate,rod,crush,ma_wp,103,103,103,103,1.15,1.15,1.15,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,103,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-rod-vs-mail,mid,family-representative,Black Mage,T-MAIL,Geomancer,mail,rod,crush,ma_wp,85,85,85,85,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,85,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-rod-vs-leather,mid,family-representative,Black Mage,T-LEATHER,Archer,leather,rod,crush,ma_wp,90,90,90,90,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,90,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-rod-vs-cloth,mid,family-representative,Black Mage,T-CLOTH,Black Mage,cloth,rod,crush,ma_wp,90,90,90,90,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,90,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-pole-vs-plate,mid,family-representative,Mystic,T-PLATE,Knight,plate,pole,crush,ma_wp,112,112,112,112,1.15,1.15,1.15,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":4,""ma"":10,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,112,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-pole-vs-mail,mid,family-representative,Mystic,T-MAIL,Geomancer,mail,pole,crush,ma_wp,92,92,92,92,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":4,""ma"":10,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,92,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-pole-vs-leather,mid,family-representative,Mystic,T-LEATHER,Archer,leather,pole,crush,ma_wp,97,97,97,97,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":4,""ma"":10,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,97,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-pole-vs-cloth,mid,family-representative,Mystic,T-CLOTH,Black Mage,cloth,pole,crush,ma_wp,97,97,97,97,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":210,""pa"":4,""ma"":10,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,97,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
scenario-set-v0,mid-none-axe-vs-plate,mid,family-representative,Geomancer,T-PLATE,Knight,plate,axe,crush,rdm_pa_wp,86,86,17,155,1.15,1.15,1.15,"conceptually viable, pending verified-baseline re-sim","{""hp"":308,""pa"":9,""ma"":8,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,86,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral
