scenario_set_version,scenario_id,phase,attacker_profile,attacker_job,target_profile,target_job,target_armor_class,family,damage_type,formula_or_routine,damage_on_hit,expected_damage_after_hit_rate,min,max,type_response,uncapped_total_multiplier,total_multiplier,technical_verdict,attacker_effective_stats,attacker_equipment_context,attacker_level_or_band,baseline_comparison,damage_spec_version,design_verdict,hit_count,hit_rate,hit_rate_assumption,mode_or_expected_value,open_proof_needs,player_signal_check,support_context,target_effective_stats,target_level_or_band,target_status_or_element_context


scenario-set-v0,early-black_magic_low-vs-cloth,early,A-MAG,Black Mage,T-CLOTH,Black Mage,cloth,black_magic_low,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",67,67,67,67,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback spell,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,67,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",early,neutral Faith/Shell/element/Zodiac

scenario-set-v0,mid-none-sword-vs-plate,mid,family-representative,Knight,T-PLATE,Knight,plate,sword,swing,pa_wp,68,68,68,68,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,68,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-sword-vs-mail,mid,family-representative,Knight,T-MAIL,Squire,mail,sword,swing,pa_wp,78,78,78,78,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,78,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-sword-vs-leather,mid,family-representative,Knight,T-LEATHER,Archer,leather,sword,swing,pa_wp,99,99,99,99,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,99,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-sword-vs-cloth,mid,family-representative,Knight,T-CLOTH,Black Mage,cloth,sword,swing,pa_wp,105,105,105,105,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,105,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-knight_sword-vs-plate,mid,family-representative,Knight,T-PLATE,Knight,plate,knight_sword,swing,br_pa_wp,136,136,136,136,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,136,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-knight_sword-vs-mail,mid,family-representative,Knight,T-MAIL,Squire,mail,knight_sword,swing,br_pa_wp,157,157,157,157,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,157,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-knight_sword-vs-leather,mid,family-representative,Knight,T-LEATHER,Archer,leather,knight_sword,swing,br_pa_wp,199,199,199,199,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,199,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-knight_sword-vs-cloth,mid,family-representative,Knight,T-CLOTH,Black Mage,cloth,knight_sword,swing,br_pa_wp,210,210,210,210,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,210,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-katana-vs-plate,mid,family-representative,Samurai,T-PLATE,Knight,plate,katana,swing,br_pa_wp,85,85,85,85,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":210,""pa"":10,""ma"":7,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,85,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-katana-vs-mail,mid,family-representative,Samurai,T-MAIL,Squire,mail,katana,swing,br_pa_wp,98,98,98,98,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":210,""pa"":10,""ma"":7,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,98,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-katana-vs-leather,mid,family-representative,Samurai,T-LEATHER,Archer,leather,katana,swing,br_pa_wp,124,124,124,124,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":210,""pa"":10,""ma"":7,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,124,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-katana-vs-cloth,mid,family-representative,Samurai,T-CLOTH,Black Mage,cloth,katana,swing,br_pa_wp,131,131,131,131,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":210,""pa"":10,""ma"":7,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,131,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-knife-vs-plate,mid,family-representative,Thief,T-PLATE,Knight,plate,knife,thrust,spd_pa_wp,50,50,50,50,0.6950000000000001,0.6950000000000001,0.6950000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":252,""pa"":8,""ma"":5,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,50,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-knife-vs-mail,mid,family-representative,Thief,T-MAIL,Squire,mail,knife,thrust,spd_pa_wp,79,79,79,79,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":252,""pa"":8,""ma"":5,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,79,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-knife-vs-leather,mid,family-representative,Thief,T-LEATHER,Archer,leather,knife,thrust,spd_pa_wp,69,69,69,69,0.965,0.965,0.965,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":252,""pa"":8,""ma"":5,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,69,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-knife-vs-cloth,mid,family-representative,Thief,T-CLOTH,Black Mage,cloth,knife,thrust,spd_pa_wp,72,72,72,72,1.01,1.01,1.01,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":252,""pa"":8,""ma"":5,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,72,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-ninja_blade-vs-plate,mid,family-representative,Ninja,T-PLATE,Knight,plate,ninja_blade,swing,spd_pa_wp,65,65,65,65,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":196,""pa"":10,""ma"":6,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,65,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-ninja_blade-vs-mail,mid,family-representative,Ninja,T-MAIL,Squire,mail,ninja_blade,swing,spd_pa_wp,75,75,75,75,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":196,""pa"":10,""ma"":6,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,75,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-ninja_blade-vs-leather,mid,family-representative,Ninja,T-LEATHER,Archer,leather,ninja_blade,swing,spd_pa_wp,96,96,96,96,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":196,""pa"":10,""ma"":6,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,96,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-ninja_blade-vs-cloth,mid,family-representative,Ninja,T-CLOTH,Black Mage,cloth,ninja_blade,swing,spd_pa_wp,101,101,101,101,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":196,""pa"":10,""ma"":6,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,101,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-longbow-vs-plate,mid,family-representative,Archer,T-PLATE,Knight,plate,longbow,missile,spd_pa_wp,81,81,81,81,0.8450000000000001,0.8450000000000001,0.8450000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,81,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-longbow-vs-mail,mid,family-representative,Archer,T-MAIL,Squire,mail,longbow,missile,spd_pa_wp,105,105,105,105,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,105,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-longbow-vs-leather,mid,family-representative,Archer,T-LEATHER,Archer,leather,longbow,missile,spd_pa_wp,93,93,93,93,0.9724999999999999,0.9724999999999999,0.9724999999999999,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,93,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-longbow-vs-cloth,mid,family-representative,Archer,T-CLOTH,Black Mage,cloth,longbow,missile,spd_pa_wp,97,97,97,97,1.0150000000000001,1.0150000000000001,1.0150000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,97,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-crossbow-vs-plate,mid,family-representative,Archer,T-PLATE,Knight,plate,crossbow,missile,pa_wp,61,61,61,61,0.905,0.905,0.905,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,61,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-crossbow-vs-mail,mid,family-representative,Archer,T-MAIL,Squire,mail,crossbow,missile,pa_wp,74,74,74,74,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,74,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-crossbow-vs-leather,mid,family-representative,Archer,T-LEATHER,Archer,leather,crossbow,missile,pa_wp,67,67,67,67,1.0025,1.0025,1.0025,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,67,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-crossbow-vs-cloth,mid,family-representative,Archer,T-CLOTH,Black Mage,cloth,crossbow,missile,pa_wp,69,69,69,69,1.0350000000000001,1.0350000000000001,1.0350000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,69,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-gun-vs-plate,mid,family-representative,Chemist,T-PLATE,Knight,plate,gun,missile,wp_wp,274,274,274,274,1.01,1.01,1.01,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":224,""pa"":6,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,274,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-gun-vs-mail,mid,family-representative,Chemist,T-MAIL,Squire,mail,gun,missile,wp_wp,299,299,299,299,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":224,""pa"":6,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,299,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-gun-vs-leather,mid,family-representative,Chemist,T-LEATHER,Archer,leather,gun,missile,wp_wp,287,287,287,287,1.0550000000000002,1.0550000000000002,1.0550000000000002,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":224,""pa"":6,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,287,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-gun-vs-cloth,mid,family-representative,Chemist,T-CLOTH,Black Mage,cloth,gun,missile,wp_wp,291,291,291,291,1.07,1.07,1.07,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":224,""pa"":6,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,291,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-spear-vs-plate,mid,family-representative,Dragoon,T-PLATE,Knight,plate,spear,thrust,pa_wp,156,156,156,156,0.6950000000000001,0.6950000000000001,0.6950000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,156,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-spear-vs-mail,mid,family-representative,Dragoon,T-MAIL,Squire,mail,spear,thrust,pa_wp,247,247,247,247,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,247,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-spear-vs-leather,mid,family-representative,Dragoon,T-LEATHER,Archer,leather,spear,thrust,pa_wp,217,217,217,217,0.965,0.965,0.965,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,217,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-spear-vs-cloth,mid,family-representative,Dragoon,T-CLOTH,Black Mage,cloth,spear,thrust,pa_wp,227,227,227,227,1.01,1.01,1.01,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":336,""pa"":10,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,227,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-staff-vs-plate,mid,family-representative,White Mage,T-PLATE,Knight,plate,staff,crush,ma_wp,54,54,54,54,1.15,1.15,1.15,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":224,""pa"":7,""ma"":9,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,54,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":336,""pa"":10,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-staff-vs-mail,mid,family-representative,White Mage,T-MAIL,Squire,mail,staff,crush,ma_wp,44,44,44,44,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":224,""pa"":7,""ma"":9,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,44,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":7,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-staff-vs-leather,mid,family-representative,White Mage,T-LEATHER,Archer,leather,staff,crush,ma_wp,47,47,47,47,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":224,""pa"":7,""ma"":9,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,47,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":280,""pa"":9,""ma"":6,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

scenario-set-v0,mid-none-staff-vs-cloth,mid,family-representative,White Mage,T-CLOTH,Black Mage,cloth,staff,crush,ma_wp,47,47,47,47,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":224,""pa"":7,""ma"":9,""spd"":8,""brave"":70,""faith"":70}",WotL-fallback,mid,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,47,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":210,""pa"":5,""ma"":12,""spd"":7,""brave"":70,""faith"":70}",mid,neutral

